a_level	b_level	c_level	description	ko_number
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	K00065
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	E3.2.1.15; polygalacturonase	K01184
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	E3.2.1.67; galacturan 1,4-alpha-galacturonidase	K01213
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	lplD; galacturan 1,4-alpha-galacturonidase	K22933
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxaC; glucuronate isomerase	K01812
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxaB; tagaturonate reductase	K00041
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxaA; altronate hydrolase	K01685
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxaA1; altronate dehydratase small subunit	K16849
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxaA2; altronate dehydratase large subunit	K16850
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxuA; mannonate dehydratase	K01686
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	rspA, manD; mannonate dehydratase	K08323
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	rspB; L-gulonate 5-dehydrogenase	K08322
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxuB; fructuronate reductase	K00040
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uxaE; tagaturonate epimerase	K21619
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	GAAA; D-galacturonate reductase	K18106
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	gar1; D-galacturonate reductase	K19634
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	GAAB, LGD1; L-galactonate dehydratase	K18102
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	GAAC, LGA1; L-threo-3-deoxy-hexylosonate aldolase	K18103
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	GAAD; L-glyceraldehyde reductase	K18107
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	uidA, GUSB; beta-glucuronidase	K01195
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	KL; klotho	K14756
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	UGT; glucuronosyltransferase	K00699
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	GLCAK; glucuronokinase	K16190
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	USP; UDP-sugar pyrophosphorylase	K12447
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	UGDH, ugd; UDPglucose 6-dehydrogenase	K00012
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	K00963
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	CRYL1; L-gulonate 3-dehydrogenase	K13247
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dlgD; 3-dehydro-L-gulonate 2-dehydrogenase	K08092
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	lyxK; L-xylulokinase	K00880
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ulaD, sgaH, sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase	K03078
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ulaE, sgaU, sgbU; L-ribulose-5-phosphate 3-epimerase	K03079
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase	K03077
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	araA; L-arabinose isomerase	K01804
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	araB; L-ribulokinase	K00853
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xylB, XYLB; xylulokinase	K00854
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xylA; xylose isomerase	K01805
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	AKR1B; aldehyde reductase	K00011
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xyoA, aldO; alditol oxidase	K00594
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	XR; D-xylose reductase	K17743
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	DCXR; L-xylulose reductase	K03331
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	rhaA; L-rhamnose isomerase / sugar isomerase	K01820
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	rhaB; rhamnulokinase	K00848
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	rhaD; rhamnulose-1-phosphate aldolase	K01629
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ARD; D-arabinitol 2-dehydrogenase	K17738
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ARD1; D-arabinitol dehydrogenase (NADP+)	K17818
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dalD; D-arabinitol 4-dehydrogenase	K00007
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	lyxA; D-lyxose ketol-isomerase	K09988
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	E1.1.1.9; D-xylulose reductase	K05351
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	SORD, gutB; L-iditol 2-dehydrogenase	K00008
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xylB; D-xylose 1-dehydrogenase	K22185
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	K00078
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xdh; D-xylose 1-dehydrogenase (NADP+, D-xylono-1,5-lactone-forming)	K14273
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xylC; xylono-1,5-lactonase	K14274
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xacA; D-xylose 1-dehydrogenase (NADP+, D-xylono-1,4-lactone-forming)	K24442
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xacC; D-xylono/L-arabinono-1,4-lactonase	K24443
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xad; D-xylonate dehydratase	K14275
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xylD; xylonate dehydratase	K22186
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	yjhG, yagF; xylonate dehydratase	K22396
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	yjhH, yagE; 2-dehydro-3-deoxy-D-pentonate aldolase	K22397
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	kdxD; 2-dehydro-3-deoxy-D-arabinonate dehydratase	K14259
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	aldH; 2,5-dioxopentanoate dehydrogenase	K13877
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	dopDH; 2,5-dioxopentanoate dehydrogenase	K19588
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	xylA; alpha-ketoglutaric semialdehyde dehydrogenase	K22187
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	rbtK; D-ribulokinase	K00875
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	XK1, psk; D-ribulokinase	K22935
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	rbtD; ribitol 2-dehydrogenase	K00039
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	E1.1.1.137; ribulose-5-phosphate 2-dehydrogenase	K21680
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+)	K05352
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	bcs1; ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase	K21681
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	tarI; D-ribitol-5-phosphate cytidylyltransferase	K21030
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ISPD; D-ribitol-5-phosphate cytidylyltransferase	K21031
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	gmuG; mannan endo-1,4-beta-mannosidase	K01218
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	MAN; mannan endo-1,4-beta-mannosidase	K19355
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	E2.7.1.4, scrK; fructokinase	K00847
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	manA, MPI; mannose-6-phosphate isomerase	K01809
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase	K16011
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	PMM; phosphomannomutase	K17497
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	manB; phosphomannomutase	K01840
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase	K16881
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	manC, cpsB; mannose-1-phosphate guanylyltransferase	K00971
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	GMPP; mannose-1-phosphate guanylyltransferase	K00966
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	gmd, GMDS; GDPmannose 4,6-dehydratase	K01711
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	TSTA3, fcl; GDP-L-fucose synthase	K02377
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	FPGT; fucose-1-phosphate guanylyltransferase	K00976
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	NUDX14; ADP-sugar diphosphatase	K18447
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	FUK; fucokinase	K05305
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fucI; L-fucose/D-arabinose isomerase	K01818
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fucK; L-fuculokinase	K00879
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fucA; L-fuculose-phosphate aldolase	K01628
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	E1.1.1.122; D-threo-aldose 1-dehydrogenase	K00064
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K18333; L-fucose dehydrogenase	K18333
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K07046; L-fuconolactonase	K07046
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fucD; L-fuconate dehydratase	K18334
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	K18335; 2-keto-3-deoxy-L-fuconate dehydrogenase	K18335
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	lra6; 2,4-didehydro-3-deoxy-L-rhamnonate hydrolase	K18336
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	LRA1; L-rhamnose 1-dehydrogenase	K18337
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	LRA2; L-rhamnono-1,4-lactonase	K18338
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	LRA3, rhmD; L-rhamnonate dehydratase	K12661
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	LRA4; 2-keto-3-deoxy-L-rhamnonate aldolase	K18339
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	rhmA; 2-dehydro-3-deoxy-L-rhamnonate aldolase	K12660
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	rhaA; L-rhamnose isomerase	K01813
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	lra5; 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	K21883
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	E2.4.1.217; mannosyl-3-phosphoglycerate synthase	K05947
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase	K07026
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	mgs; mannosylglycerate synthase	K18818
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	PFKFB1; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1	K19028
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	PFKFB2; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2	K19029
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	PFKFB3; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3	K01103
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	PFKFB4; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4	K19030
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	E2.7.1.105, PFK; 6-phosphofructo-2-kinase	K00900
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	TIGAR; fructose-2,6-bisphosphatase	K14634
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	mtlD; mannitol-1-phosphate 5-dehydrogenase	K00009
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	srlD; sorbitol-6-phosphate 2-dehydrogenase	K00068
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorE; L-sorbose 1-phosphate reductase	K19956
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	KHK; ketohexokinase	K00846
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fruK; 1-phosphofructokinase	K00882
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	E1.1.99.21; D-sorbitol dehydrogenase (acceptor)	K08261
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	SOU1; sorbose reductase	K17742
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sr; sorbose reductase	K19633
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	E1.1.1.67, mtlK; mannitol 2-dehydrogenase	K00045
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	algD; GDP-mannose 6-dehydrogenase	K00066
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	alg8; mannuronan synthase	K19290
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	alg44; mannuronan synthase	K19291
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	algG; mannuronan 5-epimerase	K01795
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	algL; poly(beta-D-mannuronate) lyase	K01729
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing)	K00863
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fruA; fructan beta-fructosidase	K03332
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	tld; GDP-6-deoxy-D-talose 4-dehydrogenase	K22252
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase	K15856
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	alsK; allose kinase	K00881
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	alsE; D-allulose-6-phosphate 3-epimerase	K17195
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fruB; fructose PTS system EIIA component	K02768
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fruAb; fructose PTS system EIIB component	K02769
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	fruA; fructose PTS system EIIBC or EIIC component	K02770
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	levD; fructose PTS system EIIA component	K11194
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	levE; fructose PTS system EIIB component	K11195
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	levF; fructose PTS system EIIC component	K11196
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	levG; fructose PTS system EIID component	K02771
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	manXa; mannose PTS system EIIA component	K02793
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	manX; mannose PTS system EIIAB component	K02794
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	manY; mannose PTS system EIIC component	K02795
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	manZ; mannose PTS system EIID component	K02796
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	cmtB; mannitol PTS system EIIA component	K02798
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	K02800
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	hxpA; mannitol-1-/sugar-/sorbitol-6-phosphatase	K19270
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	hxpB; mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase	K24204
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	srlB; glucitol/sorbitol PTS system EIIA component	K02781
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	srlE; glucitol/sorbitol PTS system EIIB component	K02782
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	srlA; glucitol/sorbitol PTS system EIIC component	K02783
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorF, sorA; sorbose PTS system EIIA component	K02812
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorB; sorbose PTS system EIIB component	K02813
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorA, sorC; sorbose PTS system EIIC component	K02814
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorM, sorD; sorbose PTS system EIID component	K02815
Metabolism	Carbohydrate metabolism	Galactose metabolism	galK; galactokinase	K00849
Metabolism	Carbohydrate metabolism	Galactose metabolism	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase	K00965
Metabolism	Carbohydrate metabolism	Galactose metabolism	galE, GALE; UDP-glucose 4-epimerase	K01784
Metabolism	Carbohydrate metabolism	Galactose metabolism	capD; UDP-glucose 4-epimerase	K17716
Metabolism	Carbohydrate metabolism	Galactose metabolism	lacZ; beta-galactosidase	K01190
Metabolism	Carbohydrate metabolism	Galactose metabolism	ebgA; evolved beta-galactosidase subunit alpha	K12111
Metabolism	Carbohydrate metabolism	Galactose metabolism	ebgC; evolved beta-galactosidase subunit beta	K12112
Metabolism	Carbohydrate metabolism	Galactose metabolism	bgaB, lacA; beta-galactosidase	K12308
Metabolism	Carbohydrate metabolism	Galactose metabolism	GLB1, ELNR1; beta-galactosidase	K12309
Metabolism	Carbohydrate metabolism	Galactose metabolism	LCT; lactase-phlorizin hydrolase	K01229
Metabolism	Carbohydrate metabolism	Galactose metabolism	LALBA; alpha-lactalbumin	K00704
Metabolism	Carbohydrate metabolism	Galactose metabolism	B4GALT1; beta-1,4-galactosyltransferase 1	K07966
Metabolism	Carbohydrate metabolism	Galactose metabolism	B4GALT2; beta-1,4-galactosyltransferase 2	K07967
Metabolism	Carbohydrate metabolism	Galactose metabolism	glf; UDP-galactopyranose mutase	K01854
Metabolism	Carbohydrate metabolism	Galactose metabolism	GOLS; inositol 3-alpha-galactosyltransferase	K18819
